"","gene","symbol","Description","Entrez"
"328","AT3G10420","SPD1","P-loop containing nucleoside triphosphate hydrolases superfamily protein(SPD1)",820206
"329","AT3G45640","MPK3","mitogen-activated protein kinase 3(MPK3)",823706
"330","AT4G08470","MAPKKK10","MAPK/ERK kinase kinase 3(MEKK3)",826406
"331","AT1G57630","AT1G57630","Toll-Interleukin-Resistance (TIR) domain family protein(AT1G57630)",842139
"332","AT2G31865","PARG2","poly(ADP-ribose) glycohydrolase 2(PARG2)",817744
"333","AT5G10380","ATL55","RING/U-box superfamily protein(RING1)",830902
"334","AT5G40010","AATP1","AAA-ATPase 1(AATP1)",833998
"335","AT2G26560","PLP2","phospholipase A 2A(PLA2A)",817197
"336","AT1G26380","AT1G26380","FAD-binding Berberine family protein(AT1G26380)",839180
"337","AT5G45110","NPR3","NPR1-like protein 3(NPR3)",834545
"338","AT1G24147","AT1G24147","transmembrane protein(AT1G24147)",5007719
