"","gene","symbol","Description","Entrez"
"321","AT4G12980","AT4G12980","Auxin-responsive family protein(AT4G12980)",826910
"322","AT2G28305","LOG1","Putative lysine decarboxylase family protein(LOG1)",817376
"323","AT5G48490","AT5G48490","Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein(AT5G48490)",834905
"324","AT1G02280","TOC33","translocon at the outer envelope membrane of chloroplasts 33(TOC33)",839248
"325","AT2G34620","AT2G34620","Mitochondrial transcription termination factor family protein(AT2G34620)",818027
"326","AT5G39830","DEGP8","Trypsin family protein with PDZ domain-containing protein(DEG8)",833979
"327","AT2G29180","AT2G29180","transmembrane protein(AT2G29180)",817467
"328","AT5G10690","CBSPPR1","pentatricopeptide (PPR) repeat-containing protein / CBS domain-containing protein(AT5G10690)",830933
"329","AT5G45040","PETJ","Cytochrome c(CYTC6A)",834535
"330","AT5G52100","DAPB3","Dihydrodipicolinate reductase, bacterial/plant(CRR1)",835286
"331","AT5G03995","AT5G03995","hypothetical protein(AT5G03995)",6240402
"332","AT5G57760","AT5G57760","hypothetical protein(AT5G57760)",835884
"333","AT3G04260","PTAC3","plastid transcriptionally active 3(PTAC3)",819581
"334","AT5G57170","AT5G57170","Tautomerase/MIF superfamily protein(AT5G57170)",835823
"335","AT5G16240","S-ACP-DES1","Plant stearoyl-acyl-carrier-protein desaturase family protein(AT5G16240)",831484
"336","AT5G18570","OBGL","GTP1/OBG family protein(EMB269)",831975
"337","AT2G16660","AT2G16660","Major facilitator superfamily protein(AT2G16660)",816167
"338","AT3G20395","AT3G20395","RING/U-box superfamily protein(AT3G20395)",5008015
"339","AT5G63810","BGAL10","beta-galactosidase 10(BGAL10)",836501
"340","AT5G14460","AT5G14460","Pseudouridine synthase family protein(AT5G14460)",831297
"341","AT4G17860","AT4G17860","carboxyl-terminal proteinase-like protein, putative (DUF239)(AT4G17860)",827509
"342","AT5G16140","CRS2B","Peptidyl-tRNA hydrolase family protein(AT5G16140)",831471
"343","AT2G36790","UGT73C6","UDP-glucosyl transferase 73C6(UGT73C6)",818251
"344","AT1G07440","AT1G07440","NAD(P)-binding Rossmann-fold superfamily protein(AT1G07440)",837256
"345","AT5G03050","AT5G03050","knotted 1-binding protein(AT5G03050)",831689
"346","AT3G62030","CYP20-3","rotamase CYP 4(ROC4)",825376
"347","AT4G01310","RPL5","Ribosomal L5P family protein(AT4G01310)",827947
"348","AT2G29630","THIC","thiaminC(THIC)",817513
"349","AT4G20130","PTAC14","plastid transcriptionally active 14(PTAC14)",827759
"350","AT1G17850","STR8","Rhodanese/Cell cycle control phosphatase superfamily protein(AT1G17850)",838364
"351","AT2G31840","AT2G31840","Thioredoxin superfamily protein(MRL7-L)",817741
"352","AT3G25660","GATA","Amidase family protein(AT3G25660)",822154
"353","AT4G24750","STR11","Rhodanese/Cell cycle control phosphatase superfamily protein(AT4G24750)",828577
"354","AT1G55490","CPN60B1","chaperonin 60 beta(CPN60B)",841996
"355","AT3G17170","RFC3","Translation elongation factor EF1B/ribosomal protein S6 family protein(RFC3)",820974
"356","AT2G32180","PTAC18","plastid transcriptionally active 18(PTAC18)",817777
"357","AT4G22200","AKT2","potassium transport 2/3(KT2/3)",828311
"358","AT5G57180","CIA2","chloroplast import apparatus 2(CIA2)",835824
"359","AT2G03420","AT2G03420","hypothetical protein(AT2G03420)",814871
