"","gene","symbol","Description","Entrez"
"329","AT3G27020","YSL6","YELLOW STRIPE like 6(YSL6)",822319
"330","AT5G13370","AT5G13370","Auxin-responsive GH3 family protein(AT5G13370)",831178
"331","AT1G69760","AT1G69760","suppressor SRP40-like protein(AT1G69760)",843312
"332","AT2G32530","CSLB3","cellulose synthase-like B3(CSLB03)",817814
"333","AT5G59730","ATEXO70H7","exocyst subunit exo70 family protein H7(EXO70H7)",836094
"334","AT3G08730","ATPK1","protein-serine kinase 1(PK1)",820020
"335","AT5G58760","DDB2","damaged DNA binding 2(DDB2)",835990
"336","AT4G38710","AT4G38710","glycine-rich protein(AT4G38710)",830027
"337","AT5G20360","Phox3","Octicosapeptide/Phox/Bem1p (PB1) domain-containing protein / tetratricopeptide repeat (TPR)-containing protein(Phox3)",832158
"338","AT1G10740","AT1G10740","alpha/beta-Hydrolases superfamily protein(AT1G10740)",837617
"339","AT5G04310","AT5G04310","Pectin lyase-like superfamily protein(AT5G04310)",830310
"340","AT1G33240","AT-GTL1","GT-2-like 1(GTL1)",840218
"341","AT5G44020","AT5G44020","HAD superfamily, subfamily IIIB acid phosphatase(AT5G44020)",834425
"342","AT1G65930","CICDH","cytosolic NADP+-dependent isocitrate dehydrogenase(cICDH)",842905
"343","AT1G76030","VHA-B1","ATPase, V1 complex, subunit B protein(VAB1)",843934
"344","AT2G28200","ZAT5","C2H2-type zinc finger family protein(AT2G28200)",817366
"345","AT4G21790","TOM1","tobamovirus multiplication 1(TOM1)",828267
"346","AT4G27130","AT4G27130","Translation initiation factor SUI1 family protein(AT4G27130)",828821
"347","AT1G58100","TCP8","TCP family transcription factor(TCP8)",842177
"348","AT5G58090","AT5G58090","O-Glycosyl hydrolases family 17 protein(AT5G58090)",835921
"349","AT3G16570","RALF23","rapid alkalinization factor 23(RALF23)",820907
"350","AT5G03555","NCS1","permease, cytosine/purines, uracil, thiamine, allantoin family protein(NCS1)",831791
"351","AT2G30040","MAPKKK14","mitogen-activated protein kinase kinase kinase 14(MAPKKK14)",817555
"352","AT5G21150","AGO9","Argonaute family protein(AGO9)",832241
"353","AT3G61220","SDR1","NAD(P)-binding Rossmann-fold superfamily protein(SDR1)",825294
"354","AT5G62865","AT5G62865","hypothetical protein(AT5G62865)",10723117
"355","AT1G17345","AT1G17345","SAUR-like auxin-responsive protein family(AT1G17345)",838306
"356","AT3G15060","RABA1G","RAB GTPase homolog A1G(RABA1g)",820735
"357","AT3G54830","AT3G54830","Transmembrane amino acid transporter family protein(AT3G54830)",824648
"358","AT5G62920","ARR6","response regulator 6(ARR6)",836412
"359","AT5G24570","AT5G24570","hypothetical protein(AT5G24570)",832528
"360","AT2G39870","AT2G39870","hypothetical protein(AT2G39870)",818574
"361","AT2G46800","MTP1","zinc transporter(ZAT)",819293
"362","AT3G03240","AT3G03240","alpha/beta-Hydrolases superfamily protein(AT3G03240)",821317
"363","AT5G66620","DAR6","DA1-related protein 6(DAR6)",836794
"364","AT4G16840","AT4G16840","transmembrane protein(AT4G16840)",827391
"365","AT1G33600","AT1G33600","Leucine-rich repeat (LRR) family protein(AT1G33600)",840254
"366","AT3G23030","IAA2","indole-3-acetic acid inducible 2(IAA2)",821877
"367","AT3G05935","AT3G05935","hypothetical protein(AT3G05935)",819763
"368","AT3G26030","B'DELTA","serine/threonine protein phosphatase 2A 55 kDa regulatory subunit B prime delta(ATB' DELTA)",822200
"369","AT1G55020","LOX1","lipoxygenase 1(LOX1)",841944
"370","AT3G15370","EXPA12","expansin 12(EXPA12)",820776
"371","AT4G16563","AT4G16563","Eukaryotic aspartyl protease family protein(AT4G16563)",827356
"372","AT5G06800","AT5G06800","myb-like HTH transcriptional regulator family protein(AT5G06800)",830570
"373","AT1G23480","CSLA3","cellulose synthase-like A3(CSLA03)",838956
"374","AT1G43160","RAP2-6","related to AP2 6(RAP2.6)",840915
"375","AT5G40100","AT5G40100","Disease resistance protein (TIR-NBS-LRR class) family(AT5G40100)",834007
"376","AT4G21320","HSA32","Aldolase-type TIM barrel family protein(HSA32)",827880
"377","AT2G35230","IKU1","VQ motif-containing protein(IKU1)",818090
"378","AT4G31110","WAKL18","Wall-associated kinase family protein(AT4G31110)",829238
